country,date,total
Eswatini,27/11/2020,6362
Eswatini,28/11/2020,6406
Eswatini,29/11/2020,6410
Eswatini,03/11/2020,5942
Eswatini,30/11/2020,6419
Eswatini,04/11/2020,5955
Eswatini,05/11/2020,5967
Eswatini,06/11/2020,5976
Eswatini,07/11/2020,5989
Eswatini,08/11/2020,6003
Eswatini,09/11/2020,6013
Eswatini,01/12/2020,6442
Eswatini,10/12/2020,6633
Eswatini,11/12/2020,6685
Eswatini,12/12/2020,6714
Eswatini,13/12/2020,6768
Eswatini,14/12/2020,6825
Eswatini,15/12/2020,6912
Eswatini,16/12/2020,7026
Eswatini,17/12/2020,7093
Eswatini,18/12/2020,7202
Eswatini,19/12/2020,7305
Eswatini,02/12/2020,6455
Eswatini,20/12/2020,7427
Eswatini,21/12/2020,7562
Eswatini,22/12/2020,7715
Eswatini,23/12/2020,7868
Eswatini,24/12/2020,8032
Eswatini,25/12/2020,8170
Eswatini,26/12/2020,8367
Eswatini,27/12/2020,8484
Eswatini,28/12/2020,8687
Eswatini,29/12/2020,8934
Eswatini,03/12/2020,6474
Eswatini,30/12/2020,9146
Eswatini,31/12/2020,9358
Eswatini,04/12/2020,6480
Eswatini,05/12/2020,6495
Eswatini,06/12/2020,6501
Eswatini,07/12/2020,6529
Eswatini,08/12/2020,6563
Eswatini,09/12/2020,6612
Eswatini,01/02/2020,0
Eswatini,01/02/2021,15804
Eswatini,10/02/2020,0
Eswatini,10/02/2021,16341
Eswatini,11/02/2020,0
Eswatini,11/02/2021,16396
Eswatini,12/02/2020,0
Eswatini,12/02/2021,16455
Eswatini,13/02/2020,0
Eswatini,13/02/2021,16488
Eswatini,14/02/2020,0
Eswatini,14/02/2021,16535
Eswatini,15/02/2020,0
Eswatini,15/02/2021,16576
Eswatini,16/02/2020,0
Eswatini,16/02/2021,16606
Eswatini,17/02/2020,0
Eswatini,17/02/2021,16673
Eswatini,18/02/2020,0
Eswatini,18/02/2021,16709
Eswatini,19/02/2020,0
Eswatini,19/02/2021,16742
Eswatini,02/02/2020,0
Eswatini,02/02/2021,15878
Eswatini,20/02/2020,0
Eswatini,20/02/2021,16764
Eswatini,21/02/2020,0
Eswatini,21/02/2021,16789
Eswatini,22/02/2020,0
Eswatini,22/02/2021,16807
Eswatini,23/02/2020,0
Eswatini,23/02/2021,16839
Eswatini,24/02/2020,0
Eswatini,24/02/2021,16897
Eswatini,25/02/2020,0
Eswatini,25/02/2021,16946
Eswatini,26/02/2020,0
Eswatini,26/02/2021,16972
Eswatini,27/02/2020,0
Eswatini,27/02/2021,17002
Eswatini,28/02/2020,0
Eswatini,28/02/2021,17014
Eswatini,29/02/2020,0
Eswatini,03/02/2020,0
Eswatini,03/02/2021,15974
Eswatini,04/02/2020,0
Eswatini,04/02/2021,16045
Eswatini,05/02/2020,0
Eswatini,05/02/2021,16137
Eswatini,06/02/2020,0
Eswatini,06/02/2021,16181
Eswatini,07/02/2020,0
Eswatini,07/02/2021,16204
Eswatini,08/02/2020,0
Eswatini,08/02/2021,16234
Eswatini,09/02/2020,0
Eswatini,09/02/2021,16288
Eswatini,01/03/2020,0
Eswatini,01/03/2021,17025
Eswatini,10/03/2020,0
Eswatini,10/03/2021,17203
Eswatini,11/03/2020,0
Eswatini,11/03/2021,17215
Eswatini,12/03/2020,0
Eswatini,13/03/2020,0
Eswatini,14/03/2020,1
Eswatini,15/03/2020,1
Eswatini,16/03/2020,1
Eswatini,17/03/2020,1
Eswatini,18/03/2020,1
Eswatini,19/03/2020,1
Eswatini,02/03/2020,0
Eswatini,02/03/2021,17086
Eswatini,20/03/2020,1
Eswatini,21/03/2020,1
Eswatini,22/03/2020,4
Eswatini,23/03/2020,4
Eswatini,24/03/2020,4
Eswatini,25/03/2020,4
Eswatini,26/03/2020,6
Eswatini,27/03/2020,9
Eswatini,28/03/2020,9
Eswatini,29/03/2020,9
Eswatini,03/03/2020,0
Eswatini,03/03/2021,17103
Eswatini,30/03/2020,9
Eswatini,31/03/2020,9
Eswatini,04/03/2020,0
Eswatini,04/03/2021,17129
Eswatini,05/03/2020,0
Eswatini,05/03/2021,17155
Eswatini,06/03/2020,0
Eswatini,06/03/2021,17173
Eswatini,07/03/2020,0
Eswatini,07/03/2021,17184
Eswatini,08/03/2020,0
Eswatini,08/03/2021,17188
Eswatini,09/03/2020,0
Eswatini,09/03/2021,17191
Eswatini,01/04/2020,9
Eswatini,10/04/2020,12
Eswatini,11/04/2020,12
Eswatini,12/04/2020,14
Eswatini,13/04/2020,15
Eswatini,14/04/2020,15
Eswatini,15/04/2020,15
Eswatini,16/04/2020,16
Eswatini,17/04/2020,16
Eswatini,18/04/2020,22
Eswatini,19/04/2020,22
Eswatini,02/04/2020,9
Eswatini,20/04/2020,24
Eswatini,21/04/2020,31
Eswatini,22/04/2020,31
Eswatini,23/04/2020,31
Eswatini,24/04/2020,36
Eswatini,25/04/2020,56
Eswatini,26/04/2020,59
Eswatini,27/04/2020,65
Eswatini,28/04/2020,71
Eswatini,29/04/2020,91
Eswatini,03/04/2020,9
Eswatini,30/04/2020,100
Eswatini,04/04/2020,9
Eswatini,05/04/2020,9
Eswatini,06/04/2020,10
Eswatini,07/04/2020,10
Eswatini,08/04/2020,12
Eswatini,09/04/2020,12
Eswatini,01/05/2020,106
Eswatini,10/05/2020,172
Eswatini,11/05/2020,175
Eswatini,12/05/2020,184
Eswatini,13/05/2020,187
Eswatini,14/05/2020,187
Eswatini,15/05/2020,190
Eswatini,16/05/2020,202
Eswatini,17/05/2020,203
Eswatini,18/05/2020,205
Eswatini,19/05/2020,208
Eswatini,02/05/2020,108
Eswatini,20/05/2020,217
Eswatini,21/05/2020,220
Eswatini,22/05/2020,225
Eswatini,23/05/2020,238
Eswatini,24/05/2020,250
Eswatini,25/05/2020,256
Eswatini,26/05/2020,261
Eswatini,27/05/2020,272
Eswatini,28/05/2020,279
Eswatini,29/05/2020,279
Eswatini,03/05/2020,112
Eswatini,30/05/2020,283
Eswatini,31/05/2020,285
Eswatini,04/05/2020,116
Eswatini,05/05/2020,119
Eswatini,06/05/2020,123
Eswatini,07/05/2020,153
Eswatini,08/05/2020,159
Eswatini,09/05/2020,163
Eswatini,01/06/2020,293
Eswatini,10/06/2020,398
Eswatini,11/06/2020,449
Eswatini,12/06/2020,472
Eswatini,13/06/2020,486
Eswatini,14/06/2020,490
Eswatini,15/06/2020,506
Eswatini,16/06/2020,520
Eswatini,17/06/2020,563
Eswatini,18/06/2020,586
Eswatini,19/06/2020,623
Eswatini,02/06/2020,294
Eswatini,20/06/2020,627
Eswatini,21/06/2020,635
Eswatini,22/06/2020,643
Eswatini,23/06/2020,674
Eswatini,24/06/2020,690
Eswatini,25/06/2020,706
Eswatini,26/06/2020,728
Eswatini,27/06/2020,745
Eswatini,28/06/2020,781
Eswatini,29/06/2020,795
Eswatini,03/06/2020,295
Eswatini,30/06/2020,812
Eswatini,04/06/2020,300
Eswatini,05/06/2020,305
Eswatini,06/06/2020,322
Eswatini,07/06/2020,333
Eswatini,08/06/2020,340
Eswatini,09/06/2020,371
Eswatini,01/07/2020,840
Eswatini,10/07/2020,1257
Eswatini,11/07/2020,1311
Eswatini,12/07/2020,1351
Eswatini,13/07/2020,1389
Eswatini,14/07/2020,1434
Eswatini,15/07/2020,1489
Eswatini,16/07/2020,1552
Eswatini,17/07/2020,1619
Eswatini,18/07/2020,1729
Eswatini,19/07/2020,1793
Eswatini,02/07/2020,873
Eswatini,20/07/2020,1826
Eswatini,21/07/2020,1894
Eswatini,22/07/2020,1938
Eswatini,23/07/2020,2021
Eswatini,24/07/2020,2073
Eswatini,25/07/2020,2142
Eswatini,26/07/2020,2207
Eswatini,27/07/2020,2316
Eswatini,28/07/2020,2404
Eswatini,29/07/2020,2551
Eswatini,03/07/2020,909
Eswatini,30/07/2020,2577
Eswatini,31/07/2020,2648
Eswatini,04/07/2020,954
Eswatini,05/07/2020,988
Eswatini,06/07/2020,1011
Eswatini,07/07/2020,1056
Eswatini,08/07/2020,1138
Eswatini,09/07/2020,1213
Eswatini,01/08/2020,2706
Eswatini,10/08/2020,3309
Eswatini,11/08/2020,3410
Eswatini,12/08/2020,3525
Eswatini,13/08/2020,3599
Eswatini,14/08/2020,3670
Eswatini,15/08/2020,3745
Eswatini,16/08/2020,3839
Eswatini,17/08/2020,3894
Eswatini,18/08/2020,3989
Eswatini,19/08/2020,4058
Eswatini,02/08/2020,2775
Eswatini,20/08/2020,4110
Eswatini,21/08/2020,4128
Eswatini,22/08/2020,4189
Eswatini,23/08/2020,4225
Eswatini,24/08/2020,4304
Eswatini,25/08/2020,4327
Eswatini,26/08/2020,4387
Eswatini,27/08/2020,4433
Eswatini,28/08/2020,4461
Eswatini,29/08/2020,4510
Eswatini,03/08/2020,2838
Eswatini,30/08/2020,4561
Eswatini,31/08/2020,4577
Eswatini,04/08/2020,2856
Eswatini,05/08/2020,2909
Eswatini,06/08/2020,2968
Eswatini,07/08/2020,3036
Eswatini,08/08/2020,3128
Eswatini,09/08/2020,3236
Eswatini,01/09/2020,4618
Eswatini,10/09/2020,4994
Eswatini,11/09/2020,5025
Eswatini,12/09/2020,5050
Eswatini,13/09/2020,5075
Eswatini,14/09/2020,5104
Eswatini,15/09/2020,5128
Eswatini,16/09/2020,5155
Eswatini,17/09/2020,5191
Eswatini,18/09/2020,5215
Eswatini,19/09/2020,5245
Eswatini,02/09/2020,4668
Eswatini,20/09/2020,5269
Eswatini,21/09/2020,5282
Eswatini,22/09/2020,5307
Eswatini,23/09/2020,5343
Eswatini,24/09/2020,5375
Eswatini,25/09/2020,5399
Eswatini,26/09/2020,5419
Eswatini,27/09/2020,5431
Eswatini,28/09/2020,5452
Eswatini,29/09/2020,5462
Eswatini,03/09/2020,4720
Eswatini,30/09/2020,5482
Eswatini,04/09/2020,4780
Eswatini,05/09/2020,4819
Eswatini,06/09/2020,4853
Eswatini,07/09/2020,4884
Eswatini,08/09/2020,4904
Eswatini,09/09/2020,4936
Ethiopia,01/01/2021,124652
Ethiopia,10/01/2021,128316
Ethiopia,11/01/2021,128616
Ethiopia,12/01/2021,128992
Ethiopia,13/01/2021,129455
Ethiopia,14/01/2021,129922
Ethiopia,15/01/2021,130326
Ethiopia,16/01/2021,130772
Ethiopia,17/01/2021,131195
Ethiopia,18/01/2021,131546
Ethiopia,19/01/2021,131727
Ethiopia,02/01/2021,125049
Ethiopia,20/01/2021,132034
Ethiopia,21/01/2021,132326
Ethiopia,22/01/2020,0
Ethiopia,22/01/2021,132881
Ethiopia,23/01/2020,0
Ethiopia,23/01/2021,133298
Ethiopia,24/01/2020,0
Ethiopia,24/01/2021,133767
Ethiopia,25/01/2020,0
Ethiopia,25/01/2021,134132
Ethiopia,26/01/2020,0
Ethiopia,26/01/2021,134569
Ethiopia,27/01/2020,0
Ethiopia,27/01/2021,135045
Ethiopia,28/01/2020,0
Ethiopia,28/01/2021,135594
Ethiopia,29/01/2020,0
Ethiopia,29/01/2021,136365
Ethiopia,03/01/2021,125622
Ethiopia,30/01/2020,0
Ethiopia,30/01/2021,137021
Ethiopia,31/01/2020,0
Ethiopia,31/01/2021,137650
Ethiopia,04/01/2021,125919
Ethiopia,05/01/2021,126241
Ethiopia,06/01/2021,126786
Ethiopia,07/01/2021,127227
Ethiopia,08/01/2021,127572
Ethiopia,09/01/2021,127792
Ethiopia,01/10/2020,76098
Ethiopia,10/10/2020,83429
Ethiopia,11/10/2020,84295
Ethiopia,12/10/2020,85136
Ethiopia,13/10/2020,85718
Ethiopia,14/10/2020,86430
Ethiopia,15/10/2020,87169
Ethiopia,16/10/2020,87834
Ethiopia,17/10/2020,88434
Ethiopia,18/10/2020,89137
Ethiopia,19/10/2020,89860
Ethiopia,02/10/2020,76988
Ethiopia,20/10/2020,90490
Ethiopia,21/10/2020,91118
Ethiopia,22/10/2020,91693
Ethiopia,23/10/2020,92229
Ethiopia,24/10/2020,92858
Ethiopia,25/10/2020,93343
Ethiopia,26/10/2020,93707
Ethiopia,27/10/2020,94218
Ethiopia,28/10/2020,94820
Ethiopia,29/10/2020,95301
Ethiopia,03/10/2020,77860
Ethiopia,30/10/2020,95789
Ethiopia,31/10/2020,96169
Ethiopia,04/10/2020,78819
Ethiopia,05/10/2020,79437
Ethiopia,06/10/2020,80003
Ethiopia,07/10/2020,80895
Ethiopia,08/10/2020,81797
Ethiopia,09/10/2020,82662
Ethiopia,01/11/2020,96583
Ethiopia,10/11/2020,100327
Ethiopia,11/11/2020,100727
Ethiopia,12/11/2020,101248
Ethiopia,13/11/2020,101757
Ethiopia,14/11/2020,102321
Ethiopia,15/11/2020,102720
Ethiopia,16/11/2020,103056
Ethiopia,17/11/2020,103395
Ethiopia,18/11/2020,103928
Ethiopia,19/11/2020,104427
Ethiopia,02/11/2020,96942
Ethiopia,20/11/2020,104879
Ethiopia,21/11/2020,105352
Ethiopia,22/11/2020,105785
Ethiopia,23/11/2020,106203
Ethiopia,24/11/2020,106591
Ethiopia,25/11/2020,107109
Ethiopia,26/11/2020,107669
Ethiopia,27/11/2020,108438
Ethiopia,28/11/2020,108930
Ethiopia,29/11/2020,109534
Ethiopia,03/11/2020,97502
Ethiopia,30/11/2020,110074
Ethiopia,04/11/2020,97881
Ethiopia,05/11/2020,98391
Ethiopia,06/11/2020,98746
Ethiopia,07/11/2020,99201
Ethiopia,08/11/2020,99675
Ethiopia,09/11/2020,99982
Ethiopia,01/12/2020,110554
Ethiopia,10/12/2020,115360
Ethiopia,11/12/2020,115782
Ethiopia,12/12/2020,116297
Ethiopia,13/12/2020,116769
Ethiopia,14/12/2020,117242
Ethiopia,15/12/2020,117542
Ethiopia,16/12/2020,118006
Ethiopia,17/12/2020,118481
Ethiopia,18/12/2020,119025
Ethiopia,19/12/2020,119494
Ethiopia,02/12/2020,110984
Ethiopia,20/12/2020,119951
Ethiopia,21/12/2020,120348
Ethiopia,22/12/2020,120638
Ethiopia,23/12/2020,120989
Ethiopia,24/12/2020,121399
Ethiopia,25/12/2020,121880
Ethiopia,26/12/2020,122413
Ethiopia,27/12/2020,122864
Ethiopia,28/12/2020,123145
Ethiopia,29/12/2020,123388
Ethiopia,03/12/2020,111579
Ethiopia,30/12/2020,123856
Ethiopia,31/12/2020,124264
Ethiopia,04/12/2020,112091
Ethiopia,05/12/2020,112740
Ethiopia,06/12/2020,113295
Ethiopia,07/12/2020,113735
Ethiopia,08/12/2020,114266
Ethiopia,09/12/2020,114834
Ethiopia,01/02/2020,0
Ethiopia,01/02/2021,138384
Ethiopia,10/02/2020,0
Ethiopia,10/02/2021,144249
Ethiopia,11/02/2020,0
Ethiopia,11/02/2021,144862
Ethiopia,12/02/2020,0
Ethiopia,12/02/2021,145548
Ethiopia,13/02/2020,0
Ethiopia,13/02/2021,145704
Ethiopia,14/02/2020,0
Ethiopia,14/02/2021,147092
Ethiopia,15/02/2020,0
Ethiopia,15/02/2021,147825
Ethiopia,16/02/2020,0
Ethiopia,16/02/2021,148490
Ethiopia,17/02/2020,0
Ethiopia,17/02/2021,149308
Ethiopia,18/02/2020,0
Ethiopia,18/02/2021,150179
Ethiopia,19/02/2020,0
Ethiopia,19/02/2021,151016
Ethiopia,02/02/2020,0
Ethiopia,02/02/2021,138861
Ethiopia,20/02/2020,0
Ethiopia,20/02/2021,151857
Ethiopia,21/02/2020,0
Ethiopia,21/02/2021,152806
Ethiopia,22/02/2020,0
Ethiopia,22/02/2021,153541
Ethiopia,23/02/2020,0
Ethiopia,23/02/2021,154257
Ethiopia,24/02/2020,0
Ethiopia,24/02/2021,155234
Ethiopia,25/02/2020,0
Ethiopia,25/02/2021,156112
Ethiopia,26/02/2020,0
Ethiopia,26/02/2021,157047
Ethiopia,27/02/2020,0
Ethiopia,27/02/2021,158053
Ethiopia,28/02/2020,0
Ethiopia,28/02/2021,159072
Ethiopia,29/02/2020,0
Ethiopia,03/02/2020,0
Ethiopia,03/02/2021,139408
Ethiopia,04/02/2020,0
Ethiopia,04/02/2021,140157
Ethiopia,05/02/2020,0
Ethiopia,05/02/2021,140883
Ethiopia,06/02/2020,0
Ethiopia,06/02/2021,141453
Ethiopia,07/02/2020,0
Ethiopia,07/02/2021,142338
Ethiopia,08/02/2020,0
Ethiopia,08/02/2021,142994
Ethiopia,09/02/2020,0
Ethiopia,09/02/2021,143566
Ethiopia,01/03/2020,0
Ethiopia,01/03/2021,159972
Ethiopia,10/03/2020,0
Ethiopia,10/03/2021,169878
Ethiopia,11/03/2020,0
Ethiopia,11/03/2021,171210
Ethiopia,12/03/2020,0
Ethiopia,13/03/2020,1
Ethiopia,14/03/2020,1
Ethiopia,15/03/2020,1
Ethiopia,16/03/2020,5
Ethiopia,17/03/2020,5
Ethiopia,18/03/2020,6
Ethiopia,19/03/2020,6
Ethiopia,02/03/2020,0
Ethiopia,02/03/2021,160813
Ethiopia,20/03/2020,9
Ethiopia,21/03/2020,9
Ethiopia,22/03/2020,11
Ethiopia,23/03/2020,11
Ethiopia,24/03/2020,12
Ethiopia,25/03/2020,12
Ethiopia,26/03/2020,12
Ethiopia,27/03/2020,16
Ethiopia,28/03/2020,16
Ethiopia,29/03/2020,21
Ethiopia,03/03/2020,0
Ethiopia,03/03/2021,161974
Ethiopia,30/03/2020,23
Ethiopia,31/03/2020,26
Ethiopia,04/03/2020,0
Ethiopia,04/03/2021,162954
Ethiopia,05/03/2020,0
Ethiopia,05/03/2021,164073
Ethiopia,06/03/2020,0
Ethiopia,06/03/2021,165029
Ethiopia,07/03/2020,0
Ethiopia,07/03/2021,166138
Ethiopia,08/03/2020,0
Ethiopia,08/03/2021,167133
Ethiopia,09/03/2020,0
Ethiopia,09/03/2021,168335
Ethiopia,01/04/2020,29
Ethiopia,10/04/2020,65
Ethiopia,11/04/2020,69
Ethiopia,12/04/2020,71
Ethiopia,13/04/2020,74
Ethiopia,14/04/2020,82
Ethiopia,15/04/2020,85
Ethiopia,16/04/2020,92
Ethiopia,17/04/2020,96
Ethiopia,18/04/2020,105
Ethiopia,19/04/2020,108
Ethiopia,02/04/2020,29
Ethiopia,20/04/2020,111
Ethiopia,21/04/2020,114
Ethiopia,22/04/2020,116
Ethiopia,23/04/2020,116
Ethiopia,24/04/2020,117
Ethiopia,25/04/2020,122
Ethiopia,26/04/2020,123
Ethiopia,27/04/2020,124
Ethiopia,28/04/2020,126
Ethiopia,29/04/2020,130
Ethiopia,03/04/2020,35
Ethiopia,30/04/2020,131
Ethiopia,04/04/2020,38
Ethiopia,05/04/2020,43
Ethiopia,06/04/2020,44
Ethiopia,07/04/2020,52
Ethiopia,08/04/2020,55
Ethiopia,09/04/2020,56
Ethiopia,01/05/2020,133
Ethiopia,10/05/2020,239
Ethiopia,11/05/2020,250
Ethiopia,12/05/2020,261
Ethiopia,13/05/2020,263
Ethiopia,14/05/2020,272
Ethiopia,15/05/2020,287
Ethiopia,16/05/2020,306
Ethiopia,17/05/2020,317
Ethiopia,18/05/2020,352
Ethiopia,19/05/2020,365
Ethiopia,02/05/2020,133
Ethiopia,20/05/2020,389
Ethiopia,21/05/2020,399
Ethiopia,22/05/2020,433
Ethiopia,23/05/2020,494
Ethiopia,24/05/2020,582
Ethiopia,25/05/2020,655
Ethiopia,26/05/2020,701
Ethiopia,27/05/2020,731
Ethiopia,28/05/2020,831
Ethiopia,29/05/2020,968
Ethiopia,03/05/2020,135
Ethiopia,30/05/2020,1063
Ethiopia,31/05/2020,1172
Ethiopia,04/05/2020,140
Ethiopia,05/05/2020,145
Ethiopia,06/05/2020,162
Ethiopia,07/05/2020,191
Ethiopia,08/05/2020,194
Ethiopia,09/05/2020,210
Ethiopia,01/06/2020,1257
Ethiopia,10/06/2020,2506
Ethiopia,11/06/2020,2670
Ethiopia,12/06/2020,2915
Ethiopia,13/06/2020,3166
Ethiopia,14/06/2020,3345
Ethiopia,15/06/2020,3521
Ethiopia,16/06/2020,3630
Ethiopia,17/06/2020,3759
Ethiopia,18/06/2020,3954
Ethiopia,19/06/2020,4070
Ethiopia,02/06/2020,1344
Ethiopia,20/06/2020,4469
Ethiopia,21/06/2020,4532
Ethiopia,22/06/2020,4663
Ethiopia,23/06/2020,4848
Ethiopia,24/06/2020,5034
Ethiopia,25/06/2020,5175
Ethiopia,26/06/2020,5425
Ethiopia,27/06/2020,5570
Ethiopia,28/06/2020,5689
Ethiopia,29/06/2020,5846
Ethiopia,03/06/2020,1486
Ethiopia,30/06/2020,5846
Ethiopia,04/06/2020,1636
Ethiopia,05/06/2020,1805
Ethiopia,06/06/2020,1934
Ethiopia,07/06/2020,2020
Ethiopia,08/06/2020,2156
Ethiopia,09/06/2020,2336
Ethiopia,01/07/2020,5846
Ethiopia,10/07/2020,7120
Ethiopia,11/07/2020,7402
Ethiopia,12/07/2020,7560
Ethiopia,13/07/2020,7766
Ethiopia,14/07/2020,7969
Ethiopia,15/07/2020,8181
Ethiopia,16/07/2020,8475
Ethiopia,17/07/2020,8803
Ethiopia,18/07/2020,9147
Ethiopia,19/07/2020,9503
Ethiopia,02/07/2020,5846
Ethiopia,20/07/2020,10207
Ethiopia,21/07/2020,11072
Ethiopia,22/07/2020,11524
Ethiopia,23/07/2020,11933
Ethiopia,24/07/2020,12693
Ethiopia,25/07/2020,13248
Ethiopia,26/07/2020,13968
Ethiopia,27/07/2020,14547
Ethiopia,28/07/2020,15200
Ethiopia,29/07/2020,15810
Ethiopia,03/07/2020,5846
Ethiopia,30/07/2020,16615
Ethiopia,31/07/2020,17530
Ethiopia,04/07/2020,5846
Ethiopia,05/07/2020,5846
Ethiopia,06/07/2020,5846
Ethiopia,07/07/2020,5846
Ethiopia,08/07/2020,6774
Ethiopia,09/07/2020,6973
Ethiopia,01/08/2020,17999
Ethiopia,10/08/2020,23591
Ethiopia,11/08/2020,24175
Ethiopia,12/08/2020,25118
Ethiopia,13/08/2020,26204
Ethiopia,14/08/2020,27242
Ethiopia,15/08/2020,28894
Ethiopia,16/08/2020,29876
Ethiopia,17/08/2020,31336
Ethiopia,18/08/2020,32722
Ethiopia,19/08/2020,34058
Ethiopia,02/08/2020,18706
Ethiopia,20/08/2020,35836
Ethiopia,21/08/2020,37665
Ethiopia,22/08/2020,39033
Ethiopia,23/08/2020,40671
Ethiopia,24/08/2020,42143
Ethiopia,25/08/2020,43688
Ethiopia,26/08/2020,45221
Ethiopia,27/08/2020,46407
Ethiopia,28/08/2020,48140
Ethiopia,29/08/2020,49654
Ethiopia,03/08/2020,19289
Ethiopia,30/08/2020,51122
Ethiopia,31/08/2020,52131
Ethiopia,04/08/2020,19877
Ethiopia,05/08/2020,20336
Ethiopia,06/08/2020,20900
Ethiopia,07/08/2020,21452
Ethiopia,08/08/2020,22253
Ethiopia,09/08/2020,22818
Ethiopia,01/09/2020,53304
Ethiopia,10/09/2020,62578
Ethiopia,11/09/2020,63367
Ethiopia,12/09/2020,63888
Ethiopia,13/09/2020,64301
Ethiopia,14/09/2020,64786
Ethiopia,15/09/2020,65486
Ethiopia,16/09/2020,66224
Ethiopia,17/09/2020,66913
Ethiopia,18/09/2020,67515
Ethiopia,19/09/2020,68131
Ethiopia,02/09/2020,54409
Ethiopia,20/09/2020,68820
Ethiopia,21/09/2020,69709
Ethiopia,22/09/2020,70422
Ethiopia,23/09/2020,71083
Ethiopia,24/09/2020,71687
Ethiopia,25/09/2020,72173
Ethiopia,26/09/2020,72700
Ethiopia,27/09/2020,73332
Ethiopia,28/09/2020,73944
Ethiopia,29/09/2020,74584
Ethiopia,03/09/2020,55213
Ethiopia,30/09/2020,75368
Ethiopia,04/09/2020,56516
Ethiopia,05/09/2020,57466
Ethiopia,06/09/2020,58672
Ethiopia,07/09/2020,59648
Ethiopia,08/09/2020,60784
Ethiopia,09/09/2020,61700
Fiji,01/01/2021,49
Fiji,10/01/2021,53
Fiji,11/01/2021,53
Fiji,12/01/2021,53
Fiji,13/01/2021,53
Fiji,14/01/2021,53
Fiji,15/01/2021,53
Fiji,16/01/2021,55
Fiji,17/01/2021,55
Fiji,18/01/2021,55
Fiji,19/01/2021,55
Fiji,02/01/2021,49
Fiji,20/01/2021,55
Fiji,21/01/2021,55
Fiji,22/01/2020,0
Fiji,22/01/2021,55
Fiji,23/01/2020,0
Fiji,23/01/2021,55
Fiji,24/01/2020,0
Fiji,24/01/2021,55
Fiji,25/01/2020,0
Fiji,25/01/2021,55
Fiji,26/01/2020,0
Fiji,26/01/2021,55
Fiji,27/01/2020,0
Fiji,27/01/2021,55
Fiji,28/01/2020,0
Fiji,28/01/2021,55
Fiji,29/01/2020,0
Fiji,29/01/2021,55
Fiji,03/01/2021,49
Fiji,30/01/2020,0
Fiji,30/01/2021,55
Fiji,31/01/2020,0
Fiji,31/01/2021,55
Fiji,04/01/2021,49
Fiji,05/01/2021,53
Fiji,06/01/2021,53
Fiji,07/01/2021,53
Fiji,08/01/2021,53
Fiji,09/01/2021,53
Fiji,01/10/2020,32
Fiji,10/10/2020,32
Fiji,11/10/2020,32
Fiji,12/10/2020,32
Fiji,13/10/2020,32
Fiji,14/10/2020,32
Fiji,15/10/2020,32
Fiji,16/10/2020,32
Fiji,17/10/2020,32
Fiji,18/10/2020,32
Fiji,19/10/2020,32
Fiji,02/10/2020,32
Fiji,20/10/2020,32
Fiji,21/10/2020,33
Fiji,22/10/2020,33
Fiji,23/10/2020,33
Fiji,24/10/2020,33
Fiji,25/10/2020,33
Fiji,26/10/2020,33
Fiji,27/10/2020,33
Fiji,28/10/2020,33
Fiji,29/10/2020,34
Fiji,03/10/2020,32
Fiji,30/10/2020,34
Fiji,31/10/2020,34
Fiji,04/10/2020,32
Fiji,05/10/2020,32
Fiji,06/10/2020,32
Fiji,07/10/2020,32
Fiji,08/10/2020,32
Fiji,09/10/2020,32
Fiji,01/11/2020,34
Fiji,10/11/2020,34
Fiji,11/11/2020,35
Fiji,12/11/2020,35
Fiji,13/11/2020,35
Fiji,14/11/2020,35
Fiji,15/11/2020,35
Fiji,16/11/2020,35
Fiji,17/11/2020,35
Fiji,18/11/2020,35
Fiji,19/11/2020,35
Fiji,02/11/2020,34
Fiji,20/11/2020,35
Fiji,21/11/2020,35
Fiji,22/11/2020,35
Fiji,23/11/2020,35
Fiji,24/11/2020,38
Fiji,25/11/2020,38
Fiji,26/11/2020,38
Fiji,27/11/2020,38
Fiji,28/11/2020,38
Fiji,29/11/2020,38
Fiji,03/11/2020,34
Fiji,30/11/2020,42
Fiji,04/11/2020,34
Fiji,05/11/2020,34
Fiji,06/11/2020,34
Fiji,07/11/2020,34
Fiji,08/11/2020,34
Fiji,09/11/2020,34
Fiji,01/12/2020,42
Fiji,10/12/2020,44
Fiji,11/12/2020,44
Fiji,12/12/2020,44
Fiji,13/12/2020,46
Fiji,14/12/2020,46
Fiji,15/12/2020,46
Fiji,16/12/2020,46
Fiji,17/12/2020,46
Fiji,18/12/2020,46
Fiji,19/12/2020,46
Fiji,02/12/2020,42
Fiji,20/12/2020,46
Fiji,21/12/2020,46
Fiji,22/12/2020,46
Fiji,23/12/2020,46
Fiji,24/12/2020,46
Fiji,25/12/2020,46
Fiji,26/12/2020,46
Fiji,27/12/2020,46
Fiji,28/12/2020,46
Fiji,29/12/2020,49
Fiji,03/12/2020,42
Fiji,30/12/2020,49
Fiji,31/12/2020,49
Fiji,04/12/2020,44
Fiji,05/12/2020,44
Fiji,06/12/2020,44
Fiji,07/12/2020,44
Fiji,08/12/2020,44
Fiji,09/12/2020,44
Fiji,01/02/2020,0
Fiji,01/02/2021,55
Fiji,10/02/2020,0
Fiji,10/02/2021,56
Fiji,11/02/2020,0
Fiji,11/02/2021,56
Fiji,12/02/2020,0
Fiji,12/02/2021,56
Fiji,13/02/2020,0
Fiji,13/02/2021,56
Fiji,14/02/2020,0
Fiji,14/02/2021,56
